Name,Threads,Optimization,Time,N
var714_parallel_task,9,Ofast,2.034874,2048
var714_parallel_task,9,O2,3.412312,2048
var714_parallel_task,9,O3,2.895107,2048
var714_parallel_task,10,Ofast,2.003839,2048
var714_parallel_task,10,O3,2.756569,2048
var714_parallel_task,10,O2,2.895660,2048
var714_parallel_task,10,O1,3.187617,2048
var714_parallel_task,10,O0,4.779675,2048
var714_parallel_task,20,O1,2.169820,2048
var714_parallel_task,20,O3,2.247678,2048
var714_parallel_task,20,O0,3.560898,2048
var714_parallel_task,20,O2,2.050226,2048
var714_parallel_task,20,Ofast,2.592628,2048
var714_parallel_task,40,O0,3.549747,2048
var714_parallel_task,40,O2,4.412247,2048
var714_parallel_task,40,O3,4.540741,2048
var714_parallel_task,40,Ofast,4.457193,2048
var714_parallel_task,40,O1,4.275755,2048
var714_parallel_task,60,O3,9.405074,2048
var714_parallel_task,60,O1,8.064413,2048
var714_parallel_task,60,Ofast,9.050250,2048
var714_parallel_task,60,O0,5.041938,2048
var714_parallel_task,60,O2,8.234516,2048
var714_parallel_task,80,O0,15.371507,2048
var714_parallel_task,80,O3,13.594932,2048
var714_parallel_task,80,Ofast,20.501477,2048
var714_parallel_task,80,O2,17.676302,2048
var714_parallel_task,80,O1,16.829127,2048
var714_parallel_task,100,O1,30.989114,2048
var714_parallel_task,100,O0,28.635664,2048
var714_parallel_task,100,Ofast,28.925390,2048
var714_parallel_task,100,O2,29.157052,2048
var714_parallel_task,100,O3,30.302767,2048
var714_parallel_task,120,O0,33.236049,2048
var714_parallel_task,120,Ofast,39.216184,2048
var714_parallel_task,120,O2,35.301422,2048
var714_parallel_task,120,O3,36.771252,2048
var714_parallel_task,120,O1,40.008135,2048
var714_parallel_task,140,O3,42.229484,2048
var714_parallel_task,140,O1,44.477208,2048
var714_parallel_task,140,Ofast,40.554807,2048
var714_parallel_task,140,O2,46.894774,2048
var714_parallel_task,140,O0,45.845528,2048
var714,1,O0,1137.250000,8192
var714,1,O3,638.300000,8192
var714,1,O2,607.920000,8192
var714,1,O1,607.260000,8192
var714,1,Ofast,658.580000,8192
var714,2,Ofast,626.140000,8192
var714,2,O1,574.960000,8192
var714,2,O2,554.590000,8192
var714,2,O0,1077.520000,8192
var714,2,O3,529.970000,8192
var714,3,Ofast,576.070000,8192
var714,3,O2,605.520000,8192
var714,3,O0,1100.700000,8192
var714,3,O3,577.540000,8192
var714,3,O1,641.410000,8192
var714,4,Ofast,548.050000,8192
var714,4,O1,511.910000,8192
var714,4,O0,1113.830000,8192
var714,4,O2,506.540000,8192
var714,4,O3,494.610000,8192
var714,5,O1,521.180000,8192
var714,5,O2,535.540000,8192
var714,5,Ofast,780.690000,8192
var714,5,O0,1239.180000,8192
var714,5,O3,754.230000,8192
var714,6,O3,839.120000,8192
var714,6,O0,1220.310000,8192
var714,6,Ofast,700.970000,8192
var714,6,O1,1326.750000,8192
var714,6,O2,491.210000,8192
var714,7,O3,791.460000,8192
var714,7,O1,866.530000,8192
var714,7,O0,1800,8192
var714,7,O2,790.230000,8192
var714,7,Ofast,738.610000,8192
var714,8,O0,1423.030000,8192
var714,8,O2,644.040000,8192
var714,8,O3,728.420000,8192
var714,8,Ofast,697.320000,8192
var714,8,O1,689.540000,8192
var714,9,O0,1332.780000,8192
var714,9,Ofast,650.590000,8192
var714,9,O2,663.800000,8192
var714,9,O3,712.860000,8192
var714,9,O1,678.480000,8192
var714,10,O2,730.620000,8192
var714,10,Ofast,637.180000,8192
var714,10,O3,627.960000,8192
var714,10,O1,750.920000,8192
var714,10,O0,1294.560000,8192
var714,20,Ofast,669.420000,8192
var714,20,O3,624.190000,8192
var714,20,O0,1669.970000,8192
var714,20,O2,845.800000,8192
var714,20,O1,599.520000,8192
var714,40,Ofast,566.540000,8192
var714,40,O0,1203.180000,8192
var714,40,O2,579.260000,8192
var714,40,O1,571.860000,8192
var714,40,O3,609.500000,8192
var714,60,O2,622.890000,8192
var714,60,O0,1317.930000,8192
var714,60,O3,495.460000,8192
var714,60,O1,611.640000,8192
var714,60,Ofast,566.990000,8192
var714,80,O1,550.660000,8192
var714,80,O2,511.540000,8192
var714,80,O0,1054.900000,8192
var714,80,O3,523.020000,8192
var714,80,Ofast,521.830000,8192
var714,100,O0,1067.480000,8192
var714,100,Ofast,554.050000,8192
var714,100,O3,536.570000,8192
var714,100,O1,511.490000,8192
var714,100,O2,508.450000,8192
var714,120,O3,547.260000,8192
var714,120,Ofast,523.310000,8192
var714,120,O2,534.110000,8192
var714,120,O0,1058.750000,8192
var714,120,O1,514.330000,8192
var714,140,O2,513.910000,8192
var714,140,O1,527.750000,8192
var714,140,Ofast,531.800000,8192
var714,140,O3,517.410000,8192
var714,140,O0,1165.040000,8192
var714_parallel,1,O0,617.250110,8192
var714_parallel,1,O1,523.117894,8192
var714_parallel,1,O3,442.421501,8192
var714_parallel,1,Ofast,370.456071,8192
var714_parallel,1,O2,485.960222,8192
var714_parallel,2,Ofast,193.152334,8192
var714_parallel,2,O1,227.739835,8192
var714_parallel,2,O0,297.979011,8192
var714_parallel,2,O3,217.563587,8192
var714_parallel,2,O2,196.403202,8192
var714_parallel,3,O1,158.590577,8192
var714_parallel,3,Ofast,123.755207,8192
var714_parallel,3,O2,159.347058,8192
var714_parallel,3,O3,134.054831,8192
var714_parallel,3,O0,206.359744,8192
var714_parallel,4,Ofast,94.188636,8192
var714_parallel,4,O3,125.653880,8192
var714_parallel,4,O2,117.143788,8192
var714_parallel,4,O1,116.032959,8192
var714_parallel,4,O0,139.097846,8192
var714_parallel,5,O2,94.463018,8192
var714_parallel,5,O3,87.551314,8192
var714_parallel,5,O1,93.427093,8192
var714_parallel,5,Ofast,114.689373,8192
var714_parallel,5,O0,120.571176,8192
var714_parallel,6,O3,86.934529,8192
var714_parallel,6,Ofast,74.137012,8192
var714_parallel,6,O2,121.207179,8192
var714_parallel,6,O1,84.087632,8192
var714_parallel,6,O0,102.670229,8192
var714_parallel,7,O0,266.043230,8192
var714_parallel,7,O3,89.272453,8192
var714_parallel,7,Ofast,71.810602,8192
var714_parallel,7,O1,115.268475,8192
var714_parallel,7,O2,94.540693,8192
var714_parallel,8,O0,198.251125,8192
var714_parallel,8,O1,103.927454,8192
var714_parallel,8,O3,69.777569,8192
var714_parallel,8,O2,84.132777,8192
var714_parallel,8,Ofast,86.705174,8192
var714_parallel,9,O2,69.196823,8192
var714_parallel,9,Ofast,68.890838,8192
var714_parallel,9,O1,72.214125,8192
var714_parallel,9,O0,145.510273,8192
var714_parallel,9,O3,72.793190,8192
var714_parallel,10,Ofast,63.183133,8192
var714_parallel,10,O0,115.768902,8192
var714_parallel,10,O3,53.354866,8192
var714_parallel,10,O2,85.936878,8192
var714_parallel,10,O1,94.605316,8192
var714_parallel,20,O0,62.597457,8192
var714_parallel,20,Ofast,42.967647,8192
var714_parallel,20,O2,54.102698,8192
var714_parallel,20,O3,44.312664,8192
var714_parallel,20,O1,57.594192,8192
var714_parallel,40,O3,28.035684,8192
var714_parallel,40,O0,33.433717,8192
var714_parallel,40,O2,27.278044,8192
var714_parallel,40,O1,29.498680,8192
var714_parallel,40,Ofast,23.140046,8192
var714_parallel,60,O0,33.523229,8192
var714_parallel,60,O2,23.847876,8192
var714_parallel,60,O1,25.748699,8192
var714_parallel,60,O3,25.277282,8192
var714_parallel,60,Ofast,23.943026,8192
var714_parallel,80,O3,23.893366,8192
var714_parallel,80,O0,33.342127,8192
var714_parallel,80,O1,24.681374,8192
var714_parallel,80,O2,23.763297,8192
var714_parallel,80,Ofast,21.333618,8192
var714_parallel,100,O1,26.167935,8192
var714_parallel,100,O0,30.538040,8192
var714_parallel,100,O3,21.857226,8192
var714_parallel,100,Ofast,22.226190,8192
var714_parallel,100,O2,27.231810,8192
var714_parallel,120,O0,28.541761,8192
var714_parallel,120,O3,25.366064,8192
var714_parallel,120,Ofast,23.696280,8192
var714_parallel,120,O2,24.068452,8192
var714_parallel,120,O1,23.888099,8192
var714_parallel,140,O2,25.606389,8192
var714_parallel,140,O1,24.958780,8192
var714_parallel,140,O0,28.302297,8192
var714_parallel,140,O3,24.503830,8192
var714_parallel,140,Ofast,23.567150,8192
var714_parallel_task,1,O0,758.195126,8192
var714_parallel_task,1,Ofast,382.160588,8192
var714_parallel_task,1,O1,513.157988,8192
var714_parallel_task,1,O2,492.756998,8192
var714_parallel_task,1,O3,447.840765,8192
var714_parallel_task,2,O1,178.556605,8192
var714_parallel_task,2,O3,170.845836,8192
var714_parallel_task,2,O2,191.249598,8192
var714_parallel_task,2,O0,301.246813,8192
var714_parallel_task,2,Ofast,138.085982,8192
var714_parallel_task,3,Ofast,115.295616,8192
var714_parallel_task,3,O3,134.769944,8192
var714_parallel_task,3,O0,238.783847,8192
var714_parallel_task,3,O1,147.318326,8192
var714_parallel_task,3,O2,146.213355,8192
var714_parallel_task,4,O1,112.681065,8192
var714_parallel_task,4,O0,204.308587,8192
var714_parallel_task,4,O3,103.712907,8192
var714_parallel_task,4,Ofast,91.999682,8192
var714_parallel_task,4,O2,123.440929,8192
var714_parallel_task,5,O1,87.919436,8192
var714_parallel_task,5,O0,180.942361,8192
var714_parallel_task,5,O3,85.374789,8192
var714_parallel_task,5,O2,97.290767,8192
var714_parallel_task,5,Ofast,74.342161,8192
var714_parallel_task,6,O1,78.368781,8192
var714_parallel_task,6,O0,155.235043,8192
var714_parallel_task,6,O3,86.838399,8192
var714_parallel_task,6,O2,132.227514,8192
var714_parallel_task,6,Ofast,80.779053,8192
var714_parallel_task,7,O0,242.029888,8192
var714_parallel_task,7,O1,108.863733,8192
var714_parallel_task,7,O2,114.960227,8192
var714_parallel_task,7,O3,87.910763,8192
var714_parallel_task,7,Ofast,75.108457,8192
var714_parallel_task,8,Ofast,54.209190,8192
var714_parallel_task,8,O3,60.132795,8192
var714_parallel_task,8,O1,92.809969,8192
var714_parallel_task,8,O2,84.426347,8192
var714_parallel_task,8,O0,184.690980,8192
var714_parallel_task,9,O1,75.944984,8192
var714_parallel_task,9,O0,170.299326,8192
var714_parallel_task,9,Ofast,64.592765,8192
var714_parallel_task,9,O2,66.816365,8192
var714_parallel_task,9,O3,63.713684,8192
var714_parallel_task,10,Ofast,49.950718,8192
var714_parallel_task,10,O3,52.312952,8192
var714_parallel_task,10,O2,59.201786,8192
var714_parallel_task,10,O1,73.503651,8192
var714_parallel_task,10,O0,96.961015,8192
var714_parallel_task,20,O1,41.697234,8192
var714_parallel_task,20,O3,38.693626,8192
var714_parallel_task,20,O0,54.533108,8192
var714_parallel_task,20,O2,42.499642,8192
var714_parallel_task,20,Ofast,33.611733,8192
var714_parallel_task,40,O0,34.312452,8192
var714_parallel_task,40,O2,38.140135,8192
var714_parallel_task,40,O3,29.507675,8192
var714_parallel_task,40,Ofast,27.483412,8192
var714_parallel_task,40,O1,36.591277,8192
var714_parallel_task,60,O3,33.510339,8192
var714_parallel_task,60,O1,36.907392,8192
var714_parallel_task,60,Ofast,34.306039,8192
var714_parallel_task,60,O0,32.868645,8192
var714_parallel_task,60,O2,39.496013,8192
var714_parallel_task,80,O0,30.188950,8192
var714_parallel_task,80,O3,57.409516,8192
var714_parallel_task,80,Ofast,49.940201,8192
var714_parallel_task,80,O2,54.514454,8192
var714_parallel_task,80,O1,52.497978,8192
var714_parallel_task,100,O1,60.058339,8192
var714_parallel_task,100,O0,57.328649,8192
var714_parallel_task,100,Ofast,93.084155,8192
var714_parallel_task,100,O2,73.141926,8192
var714_parallel_task,100,O3,102.246467,8192
var714_parallel_task,120,O0,91.322626,8192
var714_parallel_task,120,Ofast,112.420078,8192
var714_parallel_task,120,O2,111.314155,8192
var714_parallel_task,120,O3,118.769879,8192
var714_parallel_task,120,O1,125.422830,8192
var714_parallel_task,140,O3,166.625577,8192
var714_parallel_task,140,O1,148.003254,8192
var714_parallel_task,140,Ofast,169.080972,8192
var714_parallel_task,140,O2,165.876739,8192
var714_parallel_task,140,O0,116.248100,8192
var714,1,O0,1.540000,512
var714,1,O3,0.520000,512
var714,1,O2,0.670000,512
var714,1,O1,0.680000,512
var714,1,Ofast,0.300000,512
var714,2,Ofast,0.300000,512
var714,2,O1,0.690000,512
var714,2,O2,0.680000,512
var714,2,O0,1.540000,512
var714,2,O3,0.560000,512
var714,3,Ofast,0.310000,512
var714,3,O2,0.680000,512
var714,3,O0,1.600000,512
var714,3,O3,0.530000,512
var714,3,O1,0.690000,512
var714,4,Ofast,0.300000,512
var714,4,O1,0.700000,512
var714,4,O0,1.550000,512
var714,4,O2,0.680000,512
var714,4,O3,0.610000,512
var714,5,O1,0.700000,512
var714,5,O2,0.680000,512
var714,5,Ofast,0.310000,512
var714,5,O0,1.550000,512
var714,5,O3,0.530000,512
var714,6,O3,0.530000,512
var714,6,O0,1.560000,512
var714,6,Ofast,0.310000,512
var714,6,O1,0.740000,512
var714,6,O2,0.730000,512
var714,7,O3,0.550000,512
var714,7,O1,0.770000,512
var714,7,O0,1.550000,512
var714,7,O2,0.680000,512
var714,7,Ofast,0.310000,512
var714,8,O0,1.610000,512
var714,8,O2,0.670000,512
var714,8,O3,0.520000,512
var714,8,Ofast,0.310000,512
var714,8,O1,0.700000,512
var714,9,O0,1.550000,512
var714,9,Ofast,0.300000,512
var714,9,O2,0.670000,512
var714,9,O3,0.520000,512
var714,9,O1,0.690000,512
var714,10,O2,0.680000,512
var714,10,Ofast,0.320000,512
var714,10,O3,0.530000,512
var714,10,O1,0.770000,512
var714,10,O0,1.560000,512
var714,20,Ofast,0.340000,512
var714,20,O3,0.530000,512
var714,20,O0,1.540000,512
var714,20,O2,0.830000,512
var714,20,O1,0.690000,512
var714,40,Ofast,0.360000,512
var714,40,O0,1.570000,512
var714,40,O2,0.680000,512
var714,40,O1,0.730000,512
var714,40,O3,0.770000,512
var714,60,O2,0.870000,512
var714,60,O0,1.580000,512
var714,60,O3,0.570000,512
var714,60,O1,0.690000,512
var714,60,Ofast,0.300000,512
var714,80,O1,1.330000,512
var714,80,O2,0.670000,512
var714,80,O0,2.740000,512
var714,80,O3,0.550000,512
var714,80,Ofast,0.320000,512
var714,100,O0,2.210000,512
var714,100,Ofast,0.320000,512
var714,100,O3,0.540000,512
var714,100,O1,0.690000,512
var714,100,O2,0.700000,512
var714,120,O3,0.520000,512
var714,120,Ofast,0.310000,512
var714,120,O2,0.680000,512
var714,120,O0,1.550000,512
var714,120,O1,0.690000,512
var714,140,O2,0.670000,512
var714,140,O1,0.690000,512
var714,140,Ofast,0.300000,512
var714,140,O3,0.520000,512
var714,140,O0,1.540000,512
var714_parallel,1,O0,1.183906,512
var714_parallel,1,O1,1.042219,512
var714_parallel,1,O3,0.732458,512
var714_parallel,1,Ofast,0.324782,512
var714_parallel,1,O2,1.040398,512
var714_parallel,2,Ofast,0.169140,512
var714_parallel,2,O1,0.529491,512
var714_parallel,2,O0,0.593390,512
var714_parallel,2,O3,0.371089,512
var714_parallel,2,O2,0.525557,512
var714_parallel,3,O1,0.354766,512
var714_parallel,3,Ofast,0.117717,512
var714_parallel,3,O2,0.355316,512
var714_parallel,3,O3,0.254560,512
var714_parallel,3,O0,0.468607,512
var714_parallel,4,Ofast,0.121223,512
var714_parallel,4,O3,0.209520,512
var714_parallel,4,O2,0.273523,512
var714_parallel,4,O1,0.276084,512
var714_parallel,4,O0,0.319898,512
var714_parallel,5,O2,0.256728,512
var714_parallel,5,O3,0.184267,512
var714_parallel,5,O1,0.247034,512
var714_parallel,5,Ofast,0.103724,512
var714_parallel,5,O0,0.277744,512
var714_parallel,6,O3,0.147871,512
var714_parallel,6,Ofast,0.093448,512
var714_parallel,6,O2,0.195589,512
var714_parallel,6,O1,0.224150,512
var714_parallel,6,O0,0.342295,512
var714_parallel,7,O0,0.363419,512
var714_parallel,7,O3,0.137783,512
var714_parallel,7,Ofast,0.117818,512
var714_parallel,7,O1,0.164996,512
var714_parallel,7,O2,0.173774,512
var714_parallel,8,O0,0.343802,512
var714_parallel,8,O1,0.198007,512
var714_parallel,8,O3,0.196515,512
var714_parallel,8,O2,0.168736,512
var714_parallel,8,Ofast,0.133087,512
var714_parallel,9,O2,0.199025,512
var714_parallel,9,Ofast,0.117149,512
var714_parallel,9,O1,0.174378,512
var714_parallel,9,O0,0.224715,512
var714_parallel,9,O3,0.180842,512
var714_parallel,10,Ofast,0.105505,512
var714_parallel,10,O0,0.373976,512
var714_parallel,10,O3,0.155039,512
var714_parallel,10,O2,0.205906,512
var714_parallel,10,O1,0.189814,512
var714_parallel,20,O0,0.286126,512
var714_parallel,20,Ofast,0.089215,512
var714_parallel,20,O2,0.104342,512
var714_parallel,20,O3,0.094945,512
var714_parallel,20,O1,0.119268,512
var714_parallel,40,O3,0.328624,512
var714_parallel,40,O0,0.141359,512
var714_parallel,40,O2,0.107400,512
var714_parallel,40,O1,0.105882,512
var714_parallel,40,Ofast,0.457620,512
var714_parallel,60,O0,0.353005,512
var714_parallel,60,O2,0.569217,512
var714_parallel,60,O1,0.179583,512
var714_parallel,60,O3,0.646100,512
var714_parallel,60,Ofast,0.103427,512
var714_parallel,80,O3,0.749790,512
var714_parallel,80,O0,1.900967,512
var714_parallel,80,O1,0.174531,512
var714_parallel,80,O2,0.127842,512
var714_parallel,80,Ofast,0.824423,512
var714_parallel,100,O1,1.096854,512
var714_parallel,100,O0,0.572089,512
var714_parallel,100,O3,0.627089,512
var714_parallel,100,Ofast,0.653414,512
var714_parallel,100,O2,0.423991,512
var714_parallel,120,O0,0.690498,512
var714_parallel,120,O3,0.599603,512
var714_parallel,120,Ofast,0.661237,512
var714_parallel,120,O2,0.655730,512
var714_parallel,120,O1,0.685764,512
var714_parallel,140,O2,0.735297,512
var714_parallel,140,O1,0.716365,512
var714_parallel,140,O0,0.334308,512
var714_parallel,140,O3,0.447310,512
var714_parallel,140,Ofast,0.383804,512
var714_parallel_task,1,O0,1.296270,512
var714_parallel_task,1,Ofast,0.333802,512
var714_parallel_task,1,O1,1.058129,512
var714_parallel_task,1,O2,1.047973,512
var714_parallel_task,1,O3,0.742613,512
var714_parallel_task,2,O1,0.555417,512
var714_parallel_task,2,O3,0.399456,512
var714_parallel_task,2,O2,0.553428,512
var714_parallel_task,2,O0,0.713279,512
var714_parallel_task,2,Ofast,0.210469,512
var714_parallel_task,3,Ofast,0.240640,512
var714_parallel_task,3,O3,0.368931,512
var714_parallel_task,3,O0,0.603016,512
var714_parallel_task,3,O1,0.447576,512
var714_parallel_task,3,O2,0.445593,512
var714_parallel_task,4,O1,0.323619,512
var714_parallel_task,4,O0,0.514881,512
var714_parallel_task,4,O3,0.299415,512
var714_parallel_task,4,Ofast,0.209737,512
var714_parallel_task,4,O2,0.371276,512
var714_parallel_task,5,O1,0.320944,512
var714_parallel_task,5,O0,0.429892,512
var714_parallel_task,5,O3,0.307499,512
var714_parallel_task,5,O2,0.335501,512
var714_parallel_task,5,Ofast,0.266272,512
var714_parallel_task,6,O1,0.296417,512
var714_parallel_task,6,O0,0.453725,512
var714_parallel_task,6,O3,0.260954,512
var714_parallel_task,6,O2,0.280584,512
var714_parallel_task,6,Ofast,0.173961,512
var714_parallel_task,7,O0,0.404745,512
var714_parallel_task,7,O1,0.275359,512
var714_parallel_task,7,O2,0.252871,512
var714_parallel_task,7,O3,0.243452,512
var714_parallel_task,7,Ofast,0.260798,512
var714_parallel_task,8,Ofast,0.293344,512
var714_parallel_task,8,O3,0.254304,512
var714_parallel_task,8,O1,0.221812,512
var714_parallel_task,8,O2,0.248258,512
var714_parallel_task,8,O0,0.402748,512
var714_parallel_task,9,O1,0.251053,512
var714_parallel_task,9,O0,0.271379,512
var714_parallel_task,9,Ofast,0.319044,512
var714_parallel_task,9,O2,0.227426,512
var714_parallel_task,9,O3,0.295523,512
var714_parallel_task,10,Ofast,0.322755,512
var714_parallel_task,10,O3,0.334018,512
var714_parallel_task,10,O2,0.240109,512
var714_parallel_task,10,O1,0.206376,512
var714_parallel_task,10,O0,0.325251,512
var714_parallel_task,20,O1,0.541577,512
var714_parallel_task,20,O3,0.591337,512
var714_parallel_task,20,O0,0.438078,512
var714_parallel_task,20,O2,0.592364,512
var714_parallel_task,20,Ofast,0.613958,512
var714_parallel_task,40,O0,1.301853,512
var714_parallel_task,40,O2,1.691553,512
var714_parallel_task,40,O3,2.088244,512
var714_parallel_task,40,Ofast,1.822828,512
var714_parallel_task,40,O1,1.997266,512
var714_parallel_task,60,O3,4.814657,512
var714_parallel_task,60,O1,1.851584,512
var714_parallel_task,60,Ofast,2.245087,512
var714_parallel_task,60,O0,4.937679,512
var714_parallel_task,60,O2,2.510980,512
var714_parallel_task,80,O0,4.728974,512
var714_parallel_task,80,O3,6.435876,512
var714_parallel_task,80,Ofast,4.325256,512
var714_parallel_task,80,O2,5.209273,512
var714_parallel_task,80,O1,6.441503,512
var714_parallel_task,100,O1,6.292116,512
var714_parallel_task,100,O0,7.532318,512
var714_parallel_task,100,Ofast,6.636541,512
var714_parallel_task,100,O2,7.378535,512
var714_parallel_task,100,O3,7.441461,512
var714_parallel_task,120,O0,9.081354,512
var714_parallel_task,120,Ofast,9.120671,512
var714_parallel_task,120,O2,9.250687,512
var714_parallel_task,120,O3,8.959214,512
var714_parallel_task,120,O1,8.769650,512
var714_parallel_task,140,O3,11.408262,512
var714_parallel_task,140,O1,10.294368,512
var714_parallel_task,140,Ofast,10.398337,512
var714_parallel_task,140,O2,10.604379,512
var714_parallel_task,140,O0,11.208853,512
var714,1,O0,0.350000,256
var714,1,O3,0.150000,256
var714,1,O2,0.170000,256
var714,1,O1,0.290000,256
var714,1,Ofast,0.060000,256
var714,2,Ofast,0.060000,256
var714,2,O1,0.170000,256
var714,2,O2,0.160000,256
var714,2,O0,0.430000,256
var714,2,O3,0.120000,256
var714,3,Ofast,0.060000,256
var714,3,O2,0.170000,256
var714,3,O0,0.390000,256
var714,3,O3,0.240000,256
var714,3,O1,0.200000,256
var714,4,Ofast,0.060000,256
var714,4,O1,0.170000,256
var714,4,O0,0.340000,256
var714,4,O2,0.160000,256
var714,4,O3,0.120000,256
var714,5,O1,0.270000,256
var714,5,O2,0.170000,256
var714,5,Ofast,0.130000,256
var714,5,O0,0.510000,256
var714,5,O3,0.220000,256
var714,6,O3,0.120000,256
var714,6,O0,0.340000,256
var714,6,Ofast,0.070000,256
var714,6,O1,0.270000,256
var714,6,O2,0.250000,256
var714,7,O3,0.140000,256
var714,7,O1,0.270000,256
var714,7,O0,0.380000,256
var714,7,O2,0.180000,256
var714,7,Ofast,0.140000,256
var714,8,O0,0.370000,256
var714,8,O2,0.180000,256
var714,8,O3,0.140000,256
var714,8,Ofast,0.090000,256
var714,8,O1,0.180000,256
var714,9,O0,0.500000,256
var714,9,Ofast,0.080000,256
var714,9,O2,0.170000,256
var714,9,O3,0.130000,256
var714,9,O1,0.180000,256
var714,10,O2,0.180000,256
var714,10,Ofast,0.080000,256
var714,10,O3,0.140000,256
var714,10,O1,0.170000,256
var714,10,O0,0.440000,256
var714,20,Ofast,0.170000,256
var714,20,O3,0.200000,256
var714,20,O0,0.720000,256
var714,20,O2,0.160000,256
var714,20,O1,0.180000,256
var714,40,Ofast,0.110000,256
var714,40,O0,0.450000,256
var714,40,O2,0.180000,256
var714,40,O1,0.180000,256
var714,40,O3,0.120000,256
var714,60,O2,0.160000,256
var714,60,O0,0.350000,256
var714,60,O3,0.120000,256
var714,60,O1,0.200000,256
var714,60,Ofast,0.060000,256
var714,80,O1,0.160000,256
var714,80,O2,0.150000,256
var714,80,O0,0.340000,256
var714,80,O3,0.120000,256
var714,80,Ofast,0.060000,256
var714,100,O0,0.340000,256
var714,100,Ofast,0.060000,256
var714,100,O3,0.120000,256
var714,100,O1,0.160000,256
var714,100,O2,0.150000,256
var714,120,O3,0.120000,256
var714,120,Ofast,0.060000,256
var714,120,O2,0.150000,256
var714,120,O0,0.340000,256
var714,120,O1,0.160000,256
var714,140,O2,0.150000,256
var714,140,O1,0.160000,256
var714,140,Ofast,0.060000,256
var714,140,O3,0.120000,256
var714,140,O0,0.340000,256
var714_parallel,1,O0,0.332034,256
var714_parallel,1,O1,0.282197,256
var714_parallel,1,O3,0.200042,256
var714_parallel,1,Ofast,0.094601,256
var714_parallel,1,O2,0.259740,256
var714_parallel,2,Ofast,0.056567,256
var714_parallel,2,O1,0.130698,256
var714_parallel,2,O0,0.514611,256
var714_parallel,2,O3,0.094209,256
var714_parallel,2,O2,0.131831,256
var714_parallel,3,O1,0.092277,256
var714_parallel,3,Ofast,0.041995,256
var714_parallel,3,O2,0.094924,256
var714_parallel,3,O3,0.089386,256
var714_parallel,3,O0,0.134755,256
var714_parallel,4,Ofast,0.040610,256
var714_parallel,4,O3,0.066233,256
var714_parallel,4,O2,0.081495,256
var714_parallel,4,O1,0.088475,256
var714_parallel,4,O0,0.212858,256
var714_parallel,5,O2,0.064894,256
var714_parallel,5,O3,0.063147,256
var714_parallel,5,O1,0.070510,256
var714_parallel,5,Ofast,0.041571,256
var714_parallel,5,O0,0.112973,256
var714_parallel,6,O3,0.046454,256
var714_parallel,6,Ofast,0.034339,256
var714_parallel,6,O2,0.091830,256
var714_parallel,6,O1,0.086188,256
var714_parallel,6,O0,0.087414,256
var714_parallel,7,O0,0.100243,256
var714_parallel,7,O3,0.051489,256
var714_parallel,7,Ofast,0.039376,256
var714_parallel,7,O1,0.056847,256
var714_parallel,7,O2,0.057258,256
var714_parallel,8,O0,0.098065,256
var714_parallel,8,O1,0.059841,256
var714_parallel,8,O3,0.057314,256
var714_parallel,8,O2,0.062635,256
var714_parallel,8,Ofast,0.042835,256
var714_parallel,9,O2,0.059366,256
var714_parallel,9,Ofast,0.031805,256
var714_parallel,9,O1,0.050583,256
var714_parallel,9,O0,0.151956,256
var714_parallel,9,O3,0.046765,256
var714_parallel,10,Ofast,0.040119,256
var714_parallel,10,O0,0.090427,256
var714_parallel,10,O3,0.044193,256
var714_parallel,10,O2,0.054042,256
var714_parallel,10,O1,0.052620,256
var714_parallel,20,O0,0.105947,256
var714_parallel,20,Ofast,0.041706,256
var714_parallel,20,O2,0.040416,256
var714_parallel,20,O3,0.040493,256
var714_parallel,20,O1,0.173161,256
var714_parallel,40,O3,0.563108,256
var714_parallel,40,O0,0.093429,256
var714_parallel,40,O2,0.621349,256
var714_parallel,40,O1,0.118942,256
var714_parallel,40,Ofast,0.604193,256
var714_parallel,60,O0,0.600603,256
var714_parallel,60,O2,0.787329,256
var714_parallel,60,O1,0.222523,256
var714_parallel,60,O3,0.533817,256
var714_parallel,60,Ofast,0.601444,256
var714_parallel,80,O3,0.576726,256
var714_parallel,80,O0,0.933447,256
var714_parallel,80,O1,0.587210,256
var714_parallel,80,O2,0.955958,256
var714_parallel,80,Ofast,0.590193,256
var714_parallel,100,O1,0.601235,256
var714_parallel,100,O0,0.594744,256
var714_parallel,100,O3,0.678107,256
var714_parallel,100,Ofast,0.584808,256
var714_parallel,100,O2,0.602008,256
var714_parallel,120,O0,0.606714,256
var714_parallel,120,O3,0.607452,256
var714_parallel,120,Ofast,0.756191,256
var714_parallel,120,O2,0.605644,256
var714_parallel,120,O1,0.518825,256
var714_parallel,140,O2,0.641612,256
var714_parallel,140,O1,0.708339,256
var714_parallel,140,O0,0.628815,256
var714_parallel,140,O3,0.611114,256
var714_parallel,140,Ofast,0.615085,256
var714_parallel_task,1,O0,0.315558,256
var714_parallel_task,1,Ofast,0.083946,256
var714_parallel_task,1,O1,0.274411,256
var714_parallel_task,1,O2,0.286445,256
var714_parallel_task,1,O3,0.209793,256
var714_parallel_task,2,O1,0.171677,256
var714_parallel_task,2,O3,0.115579,256
var714_parallel_task,2,O2,0.162070,256
var714_parallel_task,2,O0,0.232603,256
var714_parallel_task,2,Ofast,0.049429,256
var714_parallel_task,3,Ofast,0.064971,256
